name,gmap_id,descrption,category,facilities,text,amenidades
The Preserve of Texas,0x8638ba33660d78fd:0xf53b699b0ccced38,,['RV park' 'Campground' 'Resort hotel' 'RV storage facility'],['Wheelchair accessible entrance'],,resort
Gull Haven,0x52b6ea82505a46cd:0x44359c297feaddd4,,['Resort hotel'],,Amazing! The cabin was amazing! It was very clean and spacious.  It just needs more comfortable chairs at the dinner table...,"resort, spa"
Myrtle Beach Golf Trek,0x88fe6d05ffee5f67:0x72ac619b41f2c6c5,,['Golf course' 'Resort hotel' 'Vacation home rental agency'],['Wheelchair accessible entrance'],,resort
Americas Best Value Inn,0x89c43a54755042e9:0xebb842aa171ef26,"No-frills budget venue offering a seasonal indoor pool, plus complimentary WiFi & breakfast",['Hotel' 'Motel'],,,"wifi, pool"
Westlake Hotel,0x80c2c7a04402a01b:0xa6aeb5dba211a306,,['Hotel'],,,
Mountaineer Grand Hotel,0x883416599b604abd:0xa3682d3a9bcff2ef,,['Hotel' 'Indoor lodging'],,,
Hotel Las Colinas,0x864e82943a5aeb87:0x5a7628a079814645,,['Hotel'],,,
Quality Inn,0x86d79c1701d0fd0b:0x77f6eefc96f8c2f1,"Low-key rooms in a straightforward hotel with free hot breakfast & Wi-Fi, plus an outdoor pool.",['Hotel'],,"Excellent~ Staff are super friendly, especially the breakfast host, she very very friendly, making the most best breakfast. Rooms are very clean, no smells at all, towels are very New, bathroom is clean as well.",pool
Shady Shores Cabins,0x88273dcb9c04c253:0xd84685dd77c5bafd,,['Resort hotel' 'Cabin rental agency'],,,resort
Amy's Cottage,0x80804abeb05ed849:0x5697cbe222f3c37f,,['Hotel'],,,
Crossland Seattle-Kent-Des Moines,0x54905a33730671b9:0x75392897fa3def,"Studios with kitchenettes, complimentary Wi-Fi & parking, plus on-site laundry facilities.",['Hotel'],,Was there for about 2 months great staff really nice people that work there and the cleanup crew is amazing always welcoming to help you front desk people are very helpful some will even bend over backwards for you just to see if you get what you need maybe not the best area to be in but it is a nice hotel that recommended to everyone good and their prices very much affordable and to top it off they are pet friendly,"laundry, parking"
"TAJ Hospitality Management, LLC",0x86fe6daa442d4e5f:0x725728700ba4ee67,,['Property management company' 'Hotel'],,,
Econo Lodge,0x87ff5e510c7c426d:0x74664deec608a42d,,['Hotel' 'Motel'],,"Friendly service. Clean room. A little pricey for what you get.  But I went during a festival, so that is expected.",
LoHigh House,0x876c79e9e575a397:0xb8243b108dc7711d,,['Hotel'],,,
Vail Realty,0x876a706cfff98217:0x4dd68a5a3ac3559e,,"['Vacation home rental agency' 'Apartment rental agency'
 'Condominium rental agency' 'Hotel' 'Real estate agency'
 'Real estate agents']",['Wheelchair accessible entrance'],,
ionie Retreat and Organic Raw Food Cafe,0x88c3400e0044b8c9:0x3afb46536a47746a,"Small, informal eatery with a patio offering raw, organic & vegan dishes, smoothies & juices.","['Vegan restaurant' 'Acupuncture clinic' 'Gluten-free restaurant'
 'Massage spa' 'Organic restaurant' 'Raw food restaurant' 'Resort hotel'
 'Retreat center' 'Yoga studio']","['Outdoor seating' 'Takeout' 'Great tea selection' 'LGBTQ friendly'
 'Breakfast' 'Lunch' 'Solo dining' 'Wheelchair accessible entrance'
 'Healthy options' 'Organic dishes' 'Quick bite' 'Vegetarian options'
 'Breakfast' 'Lunch' 'Dinner' 'Catering' 'Dessert' 'Seating'
 'Good for kids' 'Wi-Fi' 'Casual' 'Cozy' 'College students' 'Tourists'
 'Checks' 'Debit cards' 'NFC mobile payments' 'Credit cards']",,"restaurant, massage, resort, food, spa"
Washington DC,0x89b7b72aaf3af675:0x708049007a4c84dc,,['Hotel'],,,
Kolb's LakeSide Resort,0x87c46e6229f14fd9:0xc58b79bab9b6e2ad,,['Cabin rental agency' 'Resort hotel'],,"Nasty, cramped NASTY common bathroom not working",resort
Motel 6,0x885c21098fb2a373:0x1f8d619d09d12ef9,,['Motel' 'Hotel'],,room was clean and beds were nice and firm. got a good nights rest. the lady at the desk was sweet. other tenants were noisy but i believe they were actually from the extended stay hotel across the road. price was great.,
The Maui Escape,0x7954dadbd510bc05:0x6c1441f76e4172fc,,"['Vacation home rental agency' 'Condominium rental agency'
 'Real estate rental agency' 'Resort hotel']",,,resort
Crossland Philadelphia-Maple Shade,0x89c6cadab9f11fc5:0xaae47ba5848b2dc1,"Low-key budget hotel offering unpretentious studios, guest laundry facilities & free parking.",['Hotel' 'Extended stay hotel'],,"First time here: didn't know to bring all of my own supplies (except bedding) so cups plates napkins everything is needed. Bed is comfortable, shower is Clean. Big fridge and freezer, nice flat screen TV. Outlets were blown, a few, and the room in total doesn't seem like it's been deep cleaned in a long time.  Needs a good cleaning for sure. And I would like to have e had some basics to get me started (soap, cup, napkins).","laundry, parking"
Global Luxury Suites Longwood Medical,0x89e3799af75011ab:0x54fc3708f143db6a,"Trendy units in a modern apartment hotel offering a bar, a gym & a rooftop deck.",['Extended stay hotel' 'Hotel'],,,gym
Santorini Village,0x880746012aca8411:0x4b898a6d6e45d2bc,,['Hotel'],,,
Hulopoʻe Beach,0x7955378017bc426d:0x2b3425cbc0d857d,"Bayfront beach with tide pools for snorkeling, plus picnic tables, BBQ grills & toilet facilities.",['Resort hotel'],,My wife and I will be returning asap,"pool, resort"
Days Inn by Wyndham Rochester Downtown,0x87f75f7c9304e42f:0x6971c9b1074b8a13,"Straightforward hotel with complimentary WiFi & parking, plus some kitchenette rooms & a restaurant.",['Hotel' 'Inn' 'Lodge'],,"We have stayed here before. It is old but the location and parking great. Walk to Mayo and NO charge for parking. Pannakon restaurant and coffee in lobby. Family owned. Great air/ heat unit in window, microwave, fridge, two stuffed chairs. Ask if you want coffee pot in room. Clean but old. Easy walk to restaurants. Step up to bathroom but sink, towels, hair dryer in main room. Elevator a plus. Great check in.","wifi, restaurant, parking"
The Inn at Harbour Town - Sea Pines Resort,0x88fc78555a147a87:0xfbe2c75e03665513,,['Resort hotel'],,,resort
mark mason trailer park,0x865c8d6f7edba701:0xb9f955e75e5f7636,,['Hotel'],,,
"Mt Vernon Inn Escondido, CA",0x80dbf4bd699eeadf:0xb1d2535d7e044ea4,"Low-key rooms & suites, some with whirlpool tubs, plus free WiFi, a tennis court & an outdoor pool.",['Inn' 'Hotel' 'Motel'],,,"wifi, pool, tennis"
353 Spring Street -,0x89e5af673f578901:0x4335fa495f1cd06,"Chic B&B in an 1800s residence offering a reading room, plus complimentary parking & Wi-Fi.",['Inn' 'Hotel'],,,parking
Days Inn & Suites by Wyndham College Park/Atlanta/Airport W,0x88f4e3054590171f:0x8aa8b7ea08846009,"Straightforward hotel with complimentary airport shuttle service, continental breakfast & WiFi.",['Hotel' 'Inn' 'Lodge'],,"Staff was knowledgeable of the area, and very friendly. Never once had an issue but if I did I definitely felt comfortable to let it be known. Great value",wifi
The Home Depot Pro Institutional,0x808fc9583c995215:0xb5c4d88326dfd522,,"['Janitorial equipment supplier' 'Cleaning products supplier'
 'Cleaning service' 'Electrical wholesaler' 'Hotel supply store'
 'Paper distributor' 'Plumbing supply store']",['Wheelchair accessible entrance'],,
Woof Park Lodge,0x885689b8e888181d:0x80a057249f4c0a4,,"['Pet boarding service' 'Dog trainer' 'Dog walker' 'Hotel' 'Kennel'
 'Nail salon' 'Pet groomer' 'Pet sitter' 'Pet store' 'Pet supply store']",['Wheelchair accessible entrance'],Awesome home away from home for my pup. He is totally tuckered out. Will definitely be back.,
Passport Inn & Suites,0x8748fa9e06598743:0xf52bb5309abff3c1,"Bare-bones, TV-free rooms in a low-rise property offering complimentary Wi-Fi & parking.",['Hotel'],,,parking
Chickee Hut Beach Apartment,0x88db1854546b6265:0x398c1454ce87b460,,['Hotel'],,,
French Camp Golf Course,0x80906b03de35f2d3:0xacab658278fa4c70,,['Golf driving range' 'Resort hotel'],['Wheelchair accessible entrance' 'Good for kids'],,resort
Avalon Motor Inn,0x883500897c952a23:0x2f6b8c303e773cbe,"Budget accommodations off I-70 with modern perks like premium cable, minifridges & free WiFi.",['Motel' 'Extended stay hotel' 'Hotel'],,"Perfect. Quiet. Nice. Clean. Working fridge, microwave and cozy bathrooms.
Will definitely be back and recommend this motel to anyone wanting to stay in the Washington area without overpaying",wifi
Camper Resort On Lake Travis,0x865b3063a597d1b9:0xd48dfb037ba64387,,['Resort hotel' 'RV park'],,,resort
Americas Best Value Inn Covington,0x88f433611343a831:0xd2e72960b0dd862e,"Simple lodging with free continental breakfast & WiFi, plus parking for large vehicles.",['Hotel' 'Motel'],,"This place was quaint and cozy. I was greeted with the cutest swan towel display I have ever seen. The room was clean, warm, and comfortable. The front desk staff could be a little warmer.","wifi, parking"
Econo Lodge Inn & Suites,0x887a665c115fa793:0x29ce1f846ab02a42,"Unfussy lodging with free continental breakfast & WiFi, plus a seasonal outdoor pool.",['Hotel' 'Event venue'],,This small but comfortable Mom and Pop hotel is basic but clean while having all the amenities a vacationer needs. While also being just a stone's throw away from the majestic and beautiful Kentucky Lake and also the same distance from the feat of engineering which tamed the mighty Tennessee River! Kentucky Dam!!!,"wifi, pool"
Clarion Hotel,0x886469594d1e72e3:0xc422db3e6ef913f9,,['Hotel'],,,
The Grand NYC Apartments,0x89c259a8c72ce547:0xb21944dfe33352a9,,['Hotel'],,"The grand may not be the most visually  stunning  of the numerous on The go residence.  But she has a kitchen. Yes, stove and oven combo, refrigerator.  So if your not so big with eating out every night ,you don't have too. The grand is kid friendly, professional staff  and covid standards meet. Why only three stars
Then you gotta share the rest room. Yeah that was a challenge.",
Craftstay Corporate Housing,0x80c2c182e61cecab:0x6fd17727aa77c83,,['Serviced accommodation' 'Extended stay hotel'],,,
Sand Lake Inn Waterfront Resort,0x8820d1607c254279:0x10cc01882944bac4,,['Resort hotel' 'Hotel'],,,resort
Lovelton Hotel,0x89c545e846fa7cb1:0x918c7e636916ab9c,,['Hotel'],,"Food was good coconut shrimp,fish sandwich and cold drinks!",food
Shamineau Acres Resort,0x52b67d4a40535f4f:0x4e270d39380a790d,,['Resort hotel'],,,resort
Quality Inn,0x871c74b2e046871d:0xa62366162ba43622,"Roadside hotel offering simple rooms & an indoor pool, plus free parking, breakfast & WiFi.",['Hotel' 'Lodge'],,"The lady at the desk was not overly friendly. She scribbled the wifi password on the card illegibly. There was hair in the bathroom, so it did not appear very clean and the aor condition rattled very loud. A couple good thunks and the rattle was lessened but all in all its just a mediocre place. The cleaning lady was much nicer than the lady at the desk.","wifi, pool, parking"
The Pearl Tatman House,0x87ced2cfd446146f:0xb5796cfeae7cf5bd,,['Hotel'],,,
Annie Wiggins Guest House,0x87e2cf9453c869f7:0xc3cf8150486e3c0f,Victorian-style rooms & suites in a stately 1846 mansion featuring a garden & a veranda.,['Guest house' 'Bed & breakfast' 'Hotel'],,,
Hotel Hollywood Luxury Suites,0x80c2bff0ce851a55:0xc93c29742c1b0b94,,['Hotel'],,,
Baymont Inn & Suites Carthage,0x8637cb6c05e4c79d:0x3c3bb8414372c1c9,,['Motel' 'Hotel' 'Inn' 'Lodge'],,,
Gitty Gardens,0x89dcc7767cf10d83:0xbebc20502e84a916,,['Hotel'],,,
Bluebonnet Retreat,0x86447a72269d5cbb:0xc694cfcfbf870e85,,['Hotel'],,,
Pleasant Brook Hotel,0x89dc1d3269422229:0xf63aba975804fb6a,,['Hotel'],,"Great prices, good food, lots of fun",food
Extended Stay America - Cincinnati - Sharonville,0x88404e1ca605ebbb:0x7f8444081e433797,"Low-key studio rooms with kitchenettes, plus free perks including breakfast, parking & Wi-Fi.",['Hotel' 'Extended stay hotel'],,Lovely place but step needs fixing.,parking
Red Carpet Inn,0x8793f43064759d55:0x22a7736ce4e23fe9,"Simple rooms in a casual hotel featuring free parking & breakfast, plus a gym & a bar.",['Hotel' 'Inn' 'Motel'],,"It was cheap, but unfortunately, for good reason.  We thought the kids would like the advertised pool... CLOSED (in mid-June).  Checking in, we were told we would not have the rooms cleaned every day... We were there 5 nights and they were NEVER cleaned. We had to go track down clean towels in the morning.  The continental breakfast was okay.","gym, pool, parking"
La Quinta Inn & Conference Center Auburn,0x88161aee46095457:0x45f77037c57f71a0,"Casual lodging with an indoor pool, plus free continental breakfast & WiFi.","['Hotel' 'Business center' 'Indoor lodging' 'Inn'
 'Pet friendly accommodation']",,"Good location right off the interstate. Easy to get in and out of the area with the stop light. The rooms were decent sized and the bed and bathroom were clean. The girls at check-in were either new or didn't know how to run the computers and were having issues, but they have express check out that's easy. Breakfast was decent, but should have just ate the cereal. Did not visit the pool.","wifi, pool"
White Lightning Snowtubing,0x89c4832309f2e9c9:0x6fbb07e689bfb077,"Meeting spaces, golf, dining, a spa, 6 pools & villas are available at this 400-acre resort.",['Resort hotel'],,"We were there last Saturday, and everyone had so much fun, it was our first time snow tubing as a family, we were able to do 5 runs for 2 hours, could have squeeze 1 more but we decided we had enough for the day. The wait line took like 10- 15 mins as the place only have 5 lanes,  the conveyor belt that would take you to the top was also a little slow and plus it keeps stopping, but other than that it was great.  The staff there were very friendly and ticket were quite reasonable. Won't mind going back there again.","pool, resort, spa"
Huggy Bear,0x8815a5681236664b:0xb670f4c64d5cc9e2,,['Hotel'],,,
Wales West TRAIN,0x889a14b15807ed47:0x184ba08026b40a38,,['Resort hotel'],,Greatest Place in Alabama to visit with family&kids! Train Rides and much more!!,resort
Cove Palisades Resort,0x54bee77e0dd46cdd:0x8721d2670f06831c,"Lakefront resort with a store & a cafe, renting equipped vacation houseboats & recreational boats.",['Resort hotel' 'Boat rental service'],,"Rented the pontoon boat for the day, and we're definitely going to do it again. Awesome staff too.",resort
Sunset Beach House,0x54c1eaff68502b2b:0x2152de2ae6d3622d,,['Vacation home rental agency' 'Hotel'],,,
Kapukahehu Beach,0x7eaaa93446d48679:0x7c58912c3564bc47,,['Resort hotel'],,"Also known as Dixie Maru Beach, Kapukahehu is a small, sheltered cove with protected waters that make it a popular swimming spot for families and locals. There are no facilities at this beach. It was a bit rough snorkeling but I was able to locate a boat wreck, with a sizable anchor at the mouth of the bay.  It is always exciting to find things like that.  The dried red clay as you come into the beach is interesting.","resort, Swimming"
Crescent Royale Condominiums,0x88c341fb1dcf30c7:0x4155b26e54167140,,['Condominium complex' 'Condominium rental agency' 'Resort hotel'],['Wheelchair accessible entrance'],,resort
Americas Best Value Inn Merced,0x8091425ee20ea651:0xd0a3b52d5a89e8f,"Simple rooms offering free Wi-Fi & breakfast, plus an outdoor pool & a courtyard.",['Hotel' 'Motel'],,,pool
"Sanctuary South Beach Condominium Association, Inc.",0x88d9b49b5b576239:0xdd9d1f37c9007c7b,Vivid suites offering kitchenettes in a sophisticated hotel with a restaurant & a rooftop pool.,['Non-profit organization' 'Hotel'],,,"restaurant, pool"
Quality Inn & Suites,0x88901b03e61a6857:0x95467bde174d09d9,,['Hotel'],,,
Spa at Grand Sierra Resort,0x80993f5b10000005:0x85f8886a27447886,,['Resort hotel' 'Massage therapist'],,"The room was very nice and very large! Coffee is provided in the room. The view was of the pool, better view than expected. I would definitely go back!","pool, massage, resort"
Cape Cobb,0x890041f0c054af05:0x96de2b511bfbd62f,,['Hotel'],,,
Elkmont Resort Residents only,0x885f4894b3c47f9d:0xd8b93bde5bfb8fba,,['Resort hotel'],,Beautiful scenery. The resort looked like a Christmas village.,resort
Booth Hotel,0x87b82b1545b24c37:0xcf9516dc6451c97,,['Hotel'],,"Beautiful, historical, restored facility. Over 100 years old in the heart of downtown Independence. The apartments are luxury apartments and are secure. The ballroom is straight out of Cinderella! The bar, and dining room facility are so pretty.  It truly is a wonderful space in which to hold an event! Proms, dances, wedding events, reunions, any event is better here!😊",spa
Rodeway Inn West Memphis I-40/I-55,0x87d579dbf1e6859f:0xd044bd5e42658c2d,"Low-rise lodging offering free breakfast, WiFi & parking, plus a seasonal outdoor pool.",['Hotel' 'Event venue'],,Nice motel! Clean rooms! It was updated recently.,"wifi, pool, parking"
Westin Kierland Scotch Library,0x872b74169b1a9401:0xd145e6250a5c10c5,,['Resort hotel' 'Massage spa'],,Very cool experience especially considering it’s in a hotel lobby. Their collection isn’t crazy extensive compared going to the total wine but they have some very rare and expensive pieces of note though,"massage, resort, spa"
The Port Hotel,0x8804ea1e6c54fcd7:0xe78173032cff123d,"Quaint rooms in an elegant 1902 stone hotel with a relaxed restaurant, plus free parking.",['Hotel' 'Lodging'],,"Beautiful bed and breakfast type hotel! Joe, the owner, is so nice and accommodating!","restaurant, parking"
"Studio 6 Yukon, OK",0x87b208eca9bda641:0x24daa00d6b0e24d6,,['Extended stay hotel' 'Hotel'],,"Great room great price,I stayed for about a month. I was very happy with my stay staff is very nice and attentive always on site. I only wish that they add another set of washer/dryer to be able to do laundry quicker.",laundry
Bibs Resort,0x4d55ca21975de16f:0xfa9893d5755fc1fa,,['Resort hotel'],,,resort
Oak Alley Farms,0x8832b462538f863b:0x4b0cd16575138eee,,['Resort hotel'],,,resort
Tahoe Lakeview Vacation,0x80998ffc195e03b3:0x643ee46bc8f35452,,['Resort hotel'],,,resort
Wakaigan Shores Resort,0x88202e4275b700e3:0x36f94b76ad8ff724,,['Resort hotel' 'Lodge'],,"Owners are very nice and understanding..we left the night we arrived, as the cabin are much more rustic than we thought and very close together..kids next door had no supervision..felt as though we couldn't have any privacy..and every move we made, or tried to make..these kids ruled the place, unfortunate parenting. Our money was refunded in full and I do appreciate that.",resort
The Apartment,0x88644402f3ed1015:0x96b0cc11df1ce894,,['Hotel'],,,
Howard Johnson by Wyndham North Platte,0x877622f10d07bb89:0x69f7aad1ca5ea951,"Unpretentious roadside hotel with free Wi-Fi & continental breakfast, plus an indoor pool.",['Hotel' 'Inn' 'Lodge'],,Great location great staff fantastic rooms,pool
Days Inn Clackamas/Portland,0x549575814f84888f:0x122dc54632501056,"Straightforward hotel with free airport shuttle, breakfast, RV parking & WiFi, plus an outdoor pool.",['Hotel' 'Inn' 'Lodge'],,Great room for the price.   They are currently upgrading so there was construction in the entry but the room was quiet and well appointed.  Courteous staff was very nice.,"wifi, pool, parking"
The Garden Golf Course,0x52b6ea134f075131:0xc5bfedde666369c7,,['Golf course' 'Resort hotel'],['Wheelchair accessible entrance'],Am not a golfer however by the look of it seems a big and beautiful course,resort
PGA WEST Greg Norman Golf Course,0x80da57907a9a4b6d:0xc2c6af811ff1e147,,['Public golf course' 'Golf course' 'Resort hotel'],['Wheelchair accessible entrance'],,resort
Travelodge Golden Gate,0x808580d6d5c4a129:0xa7a5743f52bcd6e2,"Straightforward hotel with basic rooms, plus free WiFi, continental breakfast & parking.",['Motel' 'Hotel' 'Inn' 'Lodge'],,,"wifi, parking"
Glen Craft Villas - weekly rentals only.,0x881e1ef848f7f30f:0xe712839f6ac59114,,['Cabin rental agency' 'Resort hotel' 'Villa'],,,resort
High End Transportation,0x876c8b9ebf9dd8b1:0x391bbaa6e5cb7361,,"['Transportation service' 'Airport shuttle service' 'Bed & breakfast'
 'Hotel' 'Limousine service' 'Party planner' 'Tourist information center']",,,
Four Corners Country Inn,0x876282ec327622d9:0x3c85f37267788e61,,['Hotel' 'Bed & breakfast'],,,
Americas Best Value Inn Abingdon,0x8850148dc53b2af1:0xf3f605fd8627c445,"Straightforward lodging with free continental breakfast & WiFi, plus parking for large vehicles.",['Hotel' 'Motel'],,,"wifi, parking"
The Queen's Residence Bed and Breakfast,0x883ca83f88523a3d:0x4b18067bce0c07c4,Cottage-style rooms & free breakfast in a conservative lodging with a historic tavern attached.,['Hotel' 'Bed & breakfast'],,,
Travelodge by Wyndham Middletown Newport Area,0x89e5aeb5c6f7e5a7:0xde4c94ac9dac9539,"Modest rooms in a low-rise hotel with an outdoor pool, plus free WiFi, parking & breakfast.",['Hotel' 'Inn' 'Lodge'],,"Pretty decent place. Clean rooms. Super huge bathroom. Breakfast for a motel was surprisingly good....fresh bagels, pastries, waffles and cereals. Good selection for everyone. Front desk young lady very professional, and courtesy. Enjoyed our stay.","wifi, pool, parking"
Americas Best Value Inn & Suites-Wilkes Barre-Scranton-Pittston,0x89c51fa9c8851449:0xda0a206168406e4e,,['Hotel'],,,
Super 8 Dallas Love Field Market Center,0x864e9cf462a67095:0x85b1e3d8a146d99b,"Standard lodging offering meeting rooms & an outdoor pool, plus free WiFi, breakfast & parking.",['Motel' 'Hotel' 'Inn' 'Lodge'],,,"wifi, pool, parking"
Economy Inn,0x86f7d6432ba9e039:0x8fa262863bc2a2b2,,['Hotel'],,,
Lexington Inn & Suites Yuba City,0x880f0f5f8eb6e06f:0x2b9adca8c33aa956,"Warm, down-to-earth budget hotel with a restaurant/bar, an outdoor pool & a fitness room.",['Hotel'],,,"restaurant, pool, fitness"
"Dove Creek Lodge, An Ascend Hotel Collection Member",0x88d741a5da10ab1b:0x345e07fdebd02488,"Boutique hotel set in lush gardens, with free breakfast, WiFi, parking & an oceanfront pool.",['Hotel' 'Lodge'],,,"wifi, pool, parking"
Hampton Inn Wytheville,0x884e1f21c2f855e1:0x575f87f7bb977d41,,['Hotel'],,,
Wolfeboro Trolley Co,0x4cb3258b68267ffd:0xacf599e3685b85f,,['Resort hotel'],,,resort
New Paradise Men's Spa,0x89c258577a8cbecb:0x851478c97e1927cb,,['Spa' 'Day spa' 'Massage spa' 'Nail salon' 'Resort hotel'],['Wheelchair accessible entrance'],Great service. Thank you New Paradise Men's Spa.,"massage, resort, spa"
Country Hearth Inn & Suites Lomira,0x88046dacc60d067f:0xec4c7689cd2a1810,,['Hotel'],,Staff is terrable unfriendly gave a credit card to hold room .  Got there and they already charged it... tho i wanted to pay cash .and told the lady that...thought cards were just to hold a room   not to be processed right away.....Horrable.bad food bad bed and a worse price per night to stay.  Hottub was barely 100 degreese pool ice cold ...someone in our area was smoking in the rooms instead of trying to find out who it was eveyone got a call or knock on the door..even escorted to their rooms by hotel staff...i had small kids in my room and got harrased even told we could be kicked out ( we were not ones smoking)  saw other hotel guests getting harrassed as well..worst part.  Check out is 11 am...they had house keeping at my door by 9.....ummm i got til 11   i felt worse for the bride n groom that got woke up on the morning after their wedding night at 745 am.....dont waste time money or energy here..,"pool, food"
Groveland Motel & Mobile Home,0x88e7f32815b8aca9:0x7080b9ddce638700,,['Motel' 'Hotel'],,,
double r ranch,0x89b01f1f73acf50d:0x8c14d4a6743a1942,,['Hotel'],,"Came here for my boss's wedding, and this location is absolutely beautiful.  If I weren't already married, I'd book here without a doubt. From the beautiful chandeliers to the literally sparkling ceilings, you won't be disappointed with the atmosphere here.",spa
Grand Valley Campgrounds,0x8806c9758a3931d7:0xc6d70e929c660f9f,,['Hotel'],,,
Andrews AFB TLF Building,0x89b7bd5a64449f61:0xbb18df45fb170e43,,['Hotel'],,Good place for families to stay until housing is available,
O'Neill Hotel,0x89cb9690a312b503:0x5b1a3906c29b6574,,['Hotel'],,,
Americas Best Value Inn Williamsburg Lightfoot Area,0x89b08c3f50a8bc33:0xf8706d5de826bed4,,['Hotel' 'Motel'],,I have to admit this place has got to be the best place ever. The front desk staff is so helpful. They inform you of all their services that they offer. The manager is so sweet and loves to make you smile. The rooms are clean and smell amazing. The beds are comfortable. The pool is awesome. Its refreshing after a hot day and its clean. This motel I would say is definitely worth 5 stars in my book. I would recommend it everyone and anyone.,pool
Americas Best Value Inn,0x8640c0235d8d164f:0xfe8313a5a4dffe69,"Relaxed lodging with a free area shuttle & outdoor pool, plus free continental breakfast & WiFi.",['Motel' 'Hotel'],,,"wifi, pool"
Holiday Inn Express Charleston-Summerville,0x88fe8b2fbc9f75c7:0x7f97ed50f177b3a5,"Standard lodging with a fitness center & outdoor pool, plus free hot breakfast & WiFi.",['Hotel'],,"I was pleased with my stay at this hotel.

The building was clean and accessible, despite the renovations in progress at the time. Likewise, my room was wholly satisfactory, and reasonably priced. The staff I interacted with were friendly and attentive, and I left the premises without issue. Granted, I stayed only one night, and, with my being a young bachelor male, my needs were minimal; though, for what it's worth, my visit was sound in every way, and I'd probably stay at this hotel again.

My thanks goes out to this Holiday Inn's staff and owners. I am grateful for, and have benefited from, your work and service.","wifi, pool, fitness"
Red Pine Condominiums by All Seasons Resort Lodging,0x87526c34e93adf63:0x19e7948fb50f217f,,['Condominium complex' 'Hotel' 'Property management company'],,All Seasons is not the only place one can rent a Red Pine vacation condo. Just sayin'.,
Clarion Hotel Medical Center-Midtown,0x87d2a48770ec7bab:0x214e303adb55f92a,"Laid-back getaway featuring an outdoor pool, plus a restaurant/bar & a fitness center.",['Hotel' 'Lodge'],,"The hotel was under construction, which implies that they are upgrading.  This is usually the result of good service.  We loved Erin (front desk manager)!  Our dog was welcomed, and the room was wonderful!  The breakfast was perhaps the best we've had at any hotel.  And believe me, we've stayed at hotels all across the U.S.!  We must return to Little Rock every three months for the next year at least.  We will be staying at this hotel.
Only negative was that both treadmills were down, but that is a matter of finding good reliable repair people.  I would have had them working by now, but then I consider myself a force to be reckoned with, when it comes to communicating the importance of task.
None the less, the fitness center was in excellent, and well equipped condition, and we got a great workout.  It was like a second home.  See you in three months Erin!","restaurant, pool, fitness"
"Country Inn & Suites by Radisson, Wilder, KY",0x8841ba7c4928c2f3:0xc98ee8ec34a236e8,"Modest quarters with microwaves & minifridges, plus an indoor pool & a free hot breakfast buffet.",['Hotel'],,"A really nice, clean, comfortable place. Their continental breakfast is amazing. It's a great place to stay with your family. The staff is friendly beyond words. I live 15 minutes away and I take my kids there for the weekend to swim and just have some family time. Incredible rooms for a very good price.",pool
Motel 6,0x87cbb5a0b8ac8939:0x5b6558b36f716982,"Simple budget lodging offering modern rooms & a seasonal outdoor pool, plus free WiFi & parking.",['Motel' 'Hotel'],,,"wifi, pool, parking"
Comfort Suites Airport On Meridian,0x87b211cd7f6a8ef1:0x3f369f2fb739bee,"Straightforward all-suite hotel featuring complimentary breakfast, plus an indoor pool & a gym.",['Hotel' 'Event venue' 'Restaurant'],,"Horrible experience. Paid $75 for a room. It was dirty. Rude hotel staff (said they ran out of towels and blankets, and she was no help after we told her how dirty our room was). There was crust down the side of our bed, hairs in the bed, hairs in the bathroom. My socks were black after walking through the room. I will not be returning. It's sad because this is a nice hotel, they just need better employees who actually care. There was also a burn on the toilet seat, and marijuana seeds in the horribly stained pull out bed, but I guess the seeds were a plus, right?","gym, restaurant, pool"
Table Rock Resort,0x885852cc82100001:0x3ec8c5543a1184d5,,['Resort hotel'],,,resort
Limited Inn,0x88773a38a7fc9f41:0xa6dcf6732d735cdd,,['Inn' 'Hotel'],,,
Four Points by Sheraton Chicago Westchester/Oak Brook,0x880e4bbc087f594d:0xd80b2d92befbb413,"Straightforward rooms in a relaxed hotel offering a restaurant/bar, a gym & free parking.",['Hotel'],,This place has become our home away from home due to my son having an accident and being in the local hospital. I can tell you how nice and accommodating to us. Whomever is working asks if things are getting better with my son. We appreciate everything they've done for us.,"gym, restaurant, parking"
Tybee Portside condo,0x88fb7f7e8fc80b13:0xdc63084a8a39a2f0,,['Hotel'],,,
Lake Cove Resort & Marina,0x809d0dfcba0afc85:0xffe248d6552bafbd,,['Resort hotel'],,,resort
Lakeview Resort & Restaurant,0x52c7b7285ffaf8a9:0x7b9ab6a6d0f490cb,,['Resort hotel'],,"Awesome place, great meal and Beer 😁😁",resort
Lido's Crescent Inn,0x89d2a8e54c5c9ce5:0xe349c9faf337164e,,['Hotel'],,Awesome place for karaoke. No one judges you.,
Laman's Landing Resort,0x881c22c8c717823f:0xedc5c8dea0c3bcc,,['Hotel'],,"Lovely, quiet retreat. My mom and dad have been  summer residents for quite a few years, and it's always a blast to visit. Great staff and facilities",
La Playa Condominiums,0x866fac336b0aba6d:0xf56b2987e4f4495b,,['Hotel'],,,
Dickson's Lodge & hotel,0x4d4a9c28b0ec39ef:0xca908f07ec5d93a0,,['Hotel' 'Lodge'],,,
All Star Motel,0x5499d825151ec553:0x3646c459546fbc28,,['Motel' 'Hotel'],,"Drug activity ,bicicle parts everywhere,rooms are not healthy,,cyrrently evicting all tenants,demolishing and building new motel,,hurray.",
